total_amt,receipt_id,invoice_id,invoice_item_id,item_charge
11611,2607-5095,11E71377C733B4DAA211020AF2129A61,11E71377C6A8DA64A211020AF2129A61,266
11611,2607-5095,11E71377C733B4DAA211020AF2129A61,11E71377C6ABC097A211020AF2129A61,245
11611,2607-5095,11E71377C733B4DAA211020AF2129A61,11E71377C6AECDDAA211020AF2129A61,390
11611,2607-5095,11E71377C733B4DAA211020AF2129A61,11E71377C6B1B40DA211020AF2129A61,245
11611,2607-5095,11E71377C733B4DAA211020AF2129A61,11E71377C6B47330A211020AF2129A61,245
11611,2607-5095,11E71377C733B4DAA211020AF2129A61,11E71377C6B73253A211020AF2129A61,266
11611,2607-5095,11E71377C733B4DAA211020AF2129A61,11E71377C6BA1886A211020AF2129A61,266
11611,2607-5095,11E71377C733B4DAA211020AF2129A61,11E71377C6BCD7A9A211020AF2129A61,245
11611,2607-5095,11E71377C733B4DAA211020AF2129A61,11E71377C6BFE4ECA211020AF2129A61,924
11611,2607-5095,11E71377C733B4DAA211020AF2129A61,11E71377C6C2A40FA211020AF2129A61,266
11611,2607-5095,11E71377C733B4DAA211020AF2129A61,11E71377C6C56332A211020AF2129A61,266
11611,2607-5095,11E71377C733B4DAA211020AF2129A61,11E71377C6C82255A211020AF2129A61,486
11611,2607-5095,11E71377C733B4DAA211020AF2129A61,11E71377C6CB0888A211020AF2129A61,245
11611,2607-5095,11E71377C733B4DAA211020AF2129A61,11E71377C6CDC7ABA211020AF2129A61,245
11611,2607-5095,11E71377C733B4DAA211020AF2129A61,11E71377C6D086CEA211020AF2129A61,347
11611,2607-5095,11E71377C733B4DAA211020AF2129A61,11E71377C6D36D01A211020AF2129A61,347
11611,2607-5095,11E71377C733B4DAA211020AF2129A61,11E71377C6D65334A211020AF2129A61,245
11611,2607-5095,11E71377C733B4DAA211020AF2129A61,11E71377C6D93967A211020AF2129A61,245
11611,2607-5095,11E71377C733B4DAA211020AF2129A61,11E71377C6DBF88AA211020AF2129A61,245
11611,2607-5095,11E71377C733B4DAA211020AF2129A61,11E71377C6DEDEBDA211020AF2129A61,390
11611,2607-5095,11E71377C733B4DAA211020AF2129A61,11E71377C6E19DE0A211020AF2129A61,1027
11611,2607-5095,11E71377C733B4DAA211020AF2129A61,11E71377C6E45D03A211020AF2129A61,1027
11611,2607-5095,11E71377C733B4DAA211020AF2129A61,11E71377C70D19E0A211020AF2129A61,486
11611,2607-5095,11E71377C733B4DAA211020AF2129A61,11E71377C7100013A211020AF2129A61,413
11611,2607-5095,11E71377C733B4DAA211020AF2129A61,11E71377C72D9A54A211020AF2129A61,245
11611,2607-5095,11E71377C733B4DAA211020AF2129A61,11E71377C730A797A211020AF2129A61,245
2926,2360-2666,11E71377C8EE842DA211020AF2129A61,11E71377C8BDB0F5A211020AF2129A61,266
2926,2360-2666,11E71377C8EE842DA211020AF2129A61,11E71377C8CAA856A211020AF2129A61,245
2926,2360-2666,11E71377C8EE842DA211020AF2129A61,11E71377C8CD8E89A211020AF2129A61,266
2926,2360-2666,11E71377C8EE842DA211020AF2129A61,11E71377C8D04DACA211020AF2129A61,245
2926,2360-2666,11E71377C8EE842DA211020AF2129A61,11E71377C8D333DFA211020AF2129A61,611
2926,2360-2666,11E71377C8EE842DA211020AF2129A61,11E71377C8D61A12A211020AF2129A61,1027
2926,2360-2666,11E71377C8EE842DA211020AF2129A61,11E71377C8D92755A211020AF2129A61,266
2054,2911-3355,11E71377C9F03D02A211020AF2129A61,11E71377C9D4024CA211020AF2129A61,1027
2054,2911-3355,11E71377C9F03D02A211020AF2129A61,11E71377C9E7D889A211020AF2129A61,1027
12682,2920-6463,11E71377CB77A045A211020AF2129A61,11E71377CB3084D7A211020AF2129A61,924
12682,2920-6463,11E71377CB77A045A211020AF2129A61,11E71377CB336B0AA211020AF2129A61,304
12682,2920-6463,11E71377CB77A045A211020AF2129A61,11E71377CB362A2DA211020AF2129A61,1504
12682,2920-6463,11E71377CB77A045A211020AF2129A61,11E71377CB391060A211020AF2129A61,924
12682,2920-6463,11E71377CB77A045A211020AF2129A61,11E71377CB3BCF83A211020AF2129A61,1027
12682,2920-6463,11E71377CB77A045A211020AF2129A61,11E71377CB3E8EA6A211020AF2129A61,1011
12682,2920-6463,11E71377CB77A045A211020AF2129A61,11E71377CB414DC9A211020AF2129A61,1027
12682,2920-6463,11E71377CB77A045A211020AF2129A61,11E71377CB4433FCA211020AF2129A61,1367
12682,2920-6463,11E71377CB77A045A211020AF2129A61,11E71377CB46F31FA211020AF2129A61,486
12682,2920-6463,11E71377CB77A045A211020AF2129A61,11E71377CB49B242A211020AF2129A61,1027
12682,2920-6463,11E71377CB77A045A211020AF2129A61,11E71377CB4C9875A211020AF2129A61,1027
12682,2920-6463,11E71377CB77A045A211020AF2129A61,11E71377CB4F5798A211020AF2129A61,1027
12682,2920-6463,11E71377CB77A045A211020AF2129A61,11E71377CB5216BBA211020AF2129A61,1027
13041,2677-0466,11E71377CD9FD7E4A211020AF2129A61,11E71377CD0C49DEA211020AF2129A61,368
13041,2677-0466,11E71377CD9FD7E4A211020AF2129A61,11E71377CD0F0901A211020AF2129A61,266
13041,2677-0466,11E71377CD9FD7E4A211020AF2129A61,11E71377CD11EF34A211020AF2129A61,830
13041,2677-0466,11E71377CD9FD7E4A211020AF2129A61,11E71377CD14AE57A211020AF2129A61,282
13041,2677-0466,11E71377CD9FD7E4A211020AF2129A61,11E71377CD176D7AA211020AF2129A61,347
13041,2677-0466,11E71377CD9FD7E4A211020AF2129A61,11E71377CD1A2C9DA211020AF2129A61,1011
13041,2677-0466,11E71377CD9FD7E4A211020AF2129A61,11E71377CD1D12D0A211020AF2129A61,245
13041,2677-0466,11E71377CD9FD7E4A211020AF2129A61,11E71377CD1FD1F3A211020AF2129A61,256
13041,2677-0466,11E71377CD9FD7E4A211020AF2129A61,11E71377CD22B826A211020AF2129A61,611
13041,2677-0466,11E71377CD9FD7E4A211020AF2129A61,11E71377CD257749A211020AF2129A61,1011
13041,2677-0466,11E71377CD9FD7E4A211020AF2129A61,11E71377CD28D2ACA211020AF2129A61,1011
13041,2677-0466,11E71377CD9FD7E4A211020AF2129A61,11E71377CD2B91CFA211020AF2129A61,256
13041,2677-0466,11E71377CD9FD7E4A211020AF2129A61,11E71377CD2E7802A211020AF2129A61,304
13041,2677-0466,11E71377CD9FD7E4A211020AF2129A61,11E71377CD313725A211020AF2129A61,1027
13041,2677-0466,11E71377CD9FD7E4A211020AF2129A61,11E71377CD341D58A211020AF2129A61,256
13041,2677-0466,11E71377CD9FD7E4A211020AF2129A61,11E71377CD36DC7BA211020AF2129A61,304
13041,2677-0466,11E71377CD9FD7E4A211020AF2129A61,11E71377CD399B9EA211020AF2129A61,245
13041,2677-0466,11E71377CD9FD7E4A211020AF2129A61,11E71377CD3C81D1A211020AF2129A61,282
13041,2677-0466,11E71377CD9FD7E4A211020AF2129A61,11E71377CD3F40F4A211020AF2129A61,245
13041,2677-0466,11E71377CD9FD7E4A211020AF2129A61,11E71377CD420017A211020AF2129A61,256
13041,2677-0466,11E71377CD9FD7E4A211020AF2129A61,11E71377CD44E64AA211020AF2129A61,347
13041,2677-0466,11E71377CD9FD7E4A211020AF2129A61,11E71377CD47A56DA211020AF2129A61,1027
13041,2677-0466,11E71377CD9FD7E4A211020AF2129A61,11E71377CD4A6490A211020AF2129A61,998
13041,2677-0466,11E71377CD9FD7E4A211020AF2129A61,11E71377CD4D23B3A211020AF2129A61,245
13041,2677-0466,11E71377CD9FD7E4A211020AF2129A61,11E71377CD4FE2D6A211020AF2129A61,1011
8355,2576-8355,11E71377D099B642A211020AF2129A61,11E71377D03A58D2A211020AF2129A61,922
8355,2576-8355,11E71377D099B642A211020AF2129A61,11E71377D03D3F05A211020AF2129A61,486
8355,2576-8355,11E71377D099B642A211020AF2129A61,11E71377D0402538A211020AF2129A61,245
8355,2576-8355,11E71377D099B642A211020AF2129A61,11E71377D0430B6BA211020AF2129A61,964
8355,2576-8355,11E71377D099B642A211020AF2129A61,11E71377D0463FBEA211020AF2129A61,266
8355,2576-8355,11E71377D099B642A211020AF2129A61,11E71377D04925F1A211020AF2129A61,245
8355,2576-8355,11E71377D099B642A211020AF2129A61,11E71377D051B174A211020AF2129A61,1027
8355,2576-8355,11E71377D099B642A211020AF2129A61,11E71377D05497A7A211020AF2129A61,245
8355,2576-8355,11E71377D099B642A211020AF2129A61,11E71377D05756CAA211020AF2129A61,304
8355,2576-8355,11E71377D099B642A211020AF2129A61,11E71377D05A3CFDA211020AF2129A61,245
8355,2576-8355,11E71377D099B642A211020AF2129A61,11E71377D05D4A40A211020AF2129A61,256
8355,2576-8355,11E71377D099B642A211020AF2129A61,11E71377D0603073A211020AF2129A61,611
8355,2576-8355,11E71377D099B642A211020AF2129A61,11E71377D062EF96A211020AF2129A61,1027
8355,2576-8355,11E71377D099B642A211020AF2129A61,11E71377D065D5C9A211020AF2129A61,245
8355,2576-8355,11E71377D099B642A211020AF2129A61,11E71377D06894ECA211020AF2129A61,256
8355,2576-8355,11E71377D099B642A211020AF2129A61,11E71377D06C175FA211020AF2129A61,1011
7098,2658-2754,11E71377D2900835A211020AF2129A61,11E71377D2467BC3A211020AF2129A61,390
7098,2658-2754,11E71377D2900835A211020AF2129A61,11E71377D2493AE6A211020AF2129A61,1079
7098,2658-2754,11E71377D2900835A211020AF2129A61,11E71377D253E953A211020AF2129A61,245
7098,2658-2754,11E71377D2900835A211020AF2129A61,11E71377D256CF86A211020AF2129A61,266
7098,2658-2754,11E71377D2900835A211020AF2129A61,11E71377D259B5B9A211020AF2129A61,486
7098,2658-2754,11E71377D2900835A211020AF2129A61,11E71377D25C9BECA211020AF2129A61,245
7098,2658-2754,11E71377D2900835A211020AF2129A61,11E71377D25F5B0FA211020AF2129A61,245
7098,2658-2754,11E71377D2900835A211020AF2129A61,11E71377D2621A32A211020AF2129A61,1011
7098,2658-2754,11E71377D2900835A211020AF2129A61,11E71377D2650065A211020AF2129A61,256
7098,2658-2754,11E71377D2900835A211020AF2129A61,11E71377D267BF88A211020AF2129A61,1027
7098,2658-2754,11E71377D2900835A211020AF2129A61,11E71377D26A7EABA211020AF2129A61,924
7098,2658-2754,11E71377D2900835A211020AF2129A61,11E71377D26D64DEA211020AF2129A61,924
7336,2154-4606,11E71377D4E73E5FA211020AF2129A61,11E71377D480DC00A211020AF2129A61,245
7336,2154-4606,11E71377D4E73E5FA211020AF2129A61,11E71377D483C233A211020AF2129A61,245
7336,2154-4606,11E71377D4E73E5FA211020AF2129A61,11E71377D48744A6A211020AF2129A61,245
7336,2154-4606,11E71377D4E73E5FA211020AF2129A61,11E71377D4901E52A211020AF2129A61,266
7336,2154-4606,11E71377D4E73E5FA211020AF2129A61,11E71377D4930485A211020AF2129A61,830
7336,2154-4606,11E71377D4E73E5FA211020AF2129A61,11E71377D495EAB8A211020AF2129A61,245
7336,2154-4606,11E71377D4E73E5FA211020AF2129A61,11E71377D498F7FBA211020AF2129A61,266
7336,2154-4606,11E71377D4E73E5FA211020AF2129A61,11E71377D49BDE2EA211020AF2129A61,245
7336,2154-4606,11E71377D4E73E5FA211020AF2129A61,11E71377D49E9D51A211020AF2129A61,1011
7336,2154-4606,11E71377D4E73E5FA211020AF2129A61,11E71377D4A18384A211020AF2129A61,390
7336,2154-4606,11E71377D4E73E5FA211020AF2129A61,11E71377D4A469B7A211020AF2129A61,347
7336,2154-4606,11E71377D4E73E5FA211020AF2129A61,11E71377D4A74FEAA211020AF2129A61,304
7336,2154-4606,11E71377D4E73E5FA211020AF2129A61,11E71377D4AA0F0DA211020AF2129A61,924
7336,2154-4606,11E71377D4E73E5FA211020AF2129A61,11E71377D4ACCE30A211020AF2129A61,256
7336,2154-4606,11E71377D4E73E5FA211020AF2129A61,11E71377D4AFB463A211020AF2129A61,1027
7336,2154-4606,11E71377D4E73E5FA211020AF2129A61,11E71377D4B30FC6A211020AF2129A61,245
7336,2154-4606,11E71377D4E73E5FA211020AF2129A61,11E71377D4B5CEE9A211020AF2129A61,245
1565,2848-3449,11E71377D688BA4AA211020AF2129A61,11E71377D6677686A211020AF2129A61,266
1565,2848-3449,11E71377D688BA4AA211020AF2129A61,11E71377D66A5CB9A211020AF2129A61,245
1565,2848-3449,11E71377D688BA4AA211020AF2129A61,11E71377D66D1BDCA211020AF2129A61,266
1565,2848-3449,11E71377D688BA4AA211020AF2129A61,11E71377D670020FA211020AF2129A61,256
1565,2848-3449,11E71377D688BA4AA211020AF2129A61,11E71377D672E842A211020AF2129A61,266
1565,2848-3449,11E71377D688BA4AA211020AF2129A61,11E71377D675CE75A211020AF2129A61,266
7061,2207-8943,11E71377D7B2E1D9A211020AF2129A61,11E71377D76361F1A211020AF2129A61,256
7061,2207-8943,11E71377D7B2E1D9A211020AF2129A61,11E71377D76DE94EA211020AF2129A61,245
7061,2207-8943,11E71377D7B2E1D9A211020AF2129A61,11E71377D770CF81A211020AF2129A61,1079
7061,2207-8943,11E71377D7B2E1D9A211020AF2129A61,11E71377D7738EA4A211020AF2129A61,245
7061,2207-8943,11E71377D7B2E1D9A211020AF2129A61,11E71377D77674D7A211020AF2129A61,266
7061,2207-8943,11E71377D7B2E1D9A211020AF2129A61,11E71377D77933FAA211020AF2129A61,347
7061,2207-8943,11E71377D7B2E1D9A211020AF2129A61,11E71377D77BF31DA211020AF2129A61,304
7061,2207-8943,11E71377D7B2E1D9A211020AF2129A61,11E71377D77EB240A211020AF2129A61,1027
7061,2207-8943,11E71377D7B2E1D9A211020AF2129A61,11E71377D7819873A211020AF2129A61,1027
7061,2207-8943,11E71377D7B2E1D9A211020AF2129A61,11E71377D7845796A211020AF2129A61,924
7061,2207-8943,11E71377D7B2E1D9A211020AF2129A61,11E71377D7873DC9A211020AF2129A61,266
7061,2207-8943,11E71377D7B2E1D9A211020AF2129A61,11E71377D789FCECA211020AF2129A61,245
7061,2207-8943,11E71377D7B2E1D9A211020AF2129A61,11E71377D78CE31FA211020AF2129A61,830
10578,2686-8533,11E71377D9FF4360A211020AF2129A61,11E71377D999A350A211020AF2129A61,256
10578,2686-8533,11E71377D9FF4360A211020AF2129A61,11E71377D9A4039DA211020AF2129A61,304
10578,2686-8533,11E71377D9FF4360A211020AF2129A61,11E71377D9A6E9D0A211020AF2129A61,413
10578,2686-8533,11E71377D9FF4360A211020AF2129A61,11E71377D9A9F713A211020AF2129A61,964
10578,2686-8533,11E71377D9FF4360A211020AF2129A61,11E71377D9ACB636A211020AF2129A61,1027
10578,2686-8533,11E71377D9FF4360A211020AF2129A61,11E71377D9AF9C69A211020AF2129A61,245
10578,2686-8533,11E71377D9FF4360A211020AF2129A61,11E71377D9B2829CA211020AF2129A61,245
10578,2686-8533,11E71377D9FF4360A211020AF2129A61,11E71377D9B568CFA211020AF2129A61,245
10578,2686-8533,11E71377D9FF4360A211020AF2129A61,11E71377D9B84F02A211020AF2129A61,964
10578,2686-8533,11E71377D9FF4360A211020AF2129A61,11E71377D9BB3535A211020AF2129A61,1011
10578,2686-8533,11E71377D9FF4360A211020AF2129A61,11E71377D9BE1B68A211020AF2129A61,1011
10578,2686-8533,11E71377D9FF4360A211020AF2129A61,11E71377D9C1019BA211020AF2129A61,245
10578,2686-8533,11E71377D9FF4360A211020AF2129A61,11E71377D9C3E7CEA211020AF2129A61,486
10578,2686-8533,11E71377D9FF4360A211020AF2129A61,11E71377D9C6CE01A211020AF2129A61,899
10578,2686-8533,11E71377D9FF4360A211020AF2129A61,11E71377D9C9B434A211020AF2129A61,980
10578,2686-8533,11E71377D9FF4360A211020AF2129A61,11E71377D9CC7357A211020AF2129A61,1027
10578,2686-8533,11E71377D9FF4360A211020AF2129A61,11E71377D9CF598AA211020AF2129A61,256
11179,2689-4340,11E71377DC19704DA211020AF2129A61,11E71377DB9ACAE3A211020AF2129A61,266
11179,2689-4340,11E71377DC19704DA211020AF2129A61,11E71377DB9DB116A211020AF2129A61,245
11179,2689-4340,11E71377DC19704DA211020AF2129A61,11E71377DBA09749A211020AF2129A61,245
11179,2689-4340,11E71377DC19704DA211020AF2129A61,11E71377DBA37D7CA211020AF2129A61,1011
11179,2689-4340,11E71377DC19704DA211020AF2129A61,11E71377DBA663AFA211020AF2129A61,256
11179,2689-4340,11E71377DC19704DA211020AF2129A61,11E71377DBA949E2A211020AF2129A61,924
11179,2689-4340,11E71377DC19704DA211020AF2129A61,11E71377DBAC3015A211020AF2129A61,1011
11179,2689-4340,11E71377DC19704DA211020AF2129A61,11E71377DBAF1648A211020AF2129A61,245
11179,2689-4340,11E71377DC19704DA211020AF2129A61,11E71377DBB1FC7BA211020AF2129A61,325
11179,2689-4340,11E71377DC19704DA211020AF2129A61,11E71377DBB4E2AEA211020AF2129A61,266
11179,2689-4340,11E71377DC19704DA211020AF2129A61,11E71377DBB7C7E1A211020AF2129A61,245
11179,2689-4340,11E71377DC19704DA211020AF2129A61,11E71377DBBA8704A211020AF2129A61,1027
11179,2689-4340,11E71377DC19704DA211020AF2129A61,11E71377DBBD6D37A211020AF2129A61,413
11179,2689-4340,11E71377DC19704DA211020AF2129A61,11E71377DBC0536AA211020AF2129A61,1011
11179,2689-4340,11E71377DC19704DA211020AF2129A61,11E71377DBC3399DA211020AF2129A61,245
11179,2689-4340,11E71377DC19704DA211020AF2129A61,11E71377DBC61FD0A211020AF2129A61,245
11179,2689-4340,11E71377DC19704DA211020AF2129A61,11E71377DBC8DEF3A211020AF2129A61,266
11179,2689-4340,11E71377DC19704DA211020AF2129A61,11E71377DBCB9E16A211020AF2129A61,266
11179,2689-4340,11E71377DC19704DA211020AF2129A61,11E71377DBCE8449A211020AF2129A61,1011
11179,2689-4340,11E71377DC19704DA211020AF2129A61,11E71377DBD1436CA211020AF2129A61,245
11179,2689-4340,11E71377DC19704DA211020AF2129A61,11E71377DBD4299FA211020AF2129A61,899
11179,2689-4340,11E71377DC19704DA211020AF2129A61,11E71377DBD6E8C2A211020AF2129A61,256
11179,2689-4340,11E71377DC19704DA211020AF2129A61,11E71377DBD9CEF5A211020AF2129A61,256
15133,2205-5038,11E71377DEE513C3A211020AF2129A61,11E71377DE7401FBA211020AF2129A61,245
15133,2205-5038,11E71377DEE513C3A211020AF2129A61,11E71377DE76E82EA211020AF2129A61,1011
15133,2205-5038,11E71377DEE513C3A211020AF2129A61,11E71377DE79A751A211020AF2129A61,1027
15133,2205-5038,11E71377DEE513C3A211020AF2129A61,11E71377DE7CB494A211020AF2129A61,304
15133,2205-5038,11E71377DEE513C3A211020AF2129A61,11E71377DE7F9AC7A211020AF2129A61,1027
15133,2205-5038,11E71377DEE513C3A211020AF2129A61,11E71377DE8259EAA211020AF2129A61,368
15133,2205-5038,11E71377DEE513C3A211020AF2129A61,11E71377DE85190DA211020AF2129A61,1079
15133,2205-5038,11E71377DEE513C3A211020AF2129A61,11E71377DE882650A211020AF2129A61,245
15133,2205-5038,11E71377DEE513C3A211020AF2129A61,11E71377DE8B0C83A211020AF2129A61,245
15133,2205-5038,11E71377DEE513C3A211020AF2129A61,11E71377DE8E19C6A211020AF2129A61,924
15133,2205-5038,11E71377DEE513C3A211020AF2129A61,11E71377DE912709A211020AF2129A61,245
15133,2205-5038,11E71377DEE513C3A211020AF2129A61,11E71377DE940D3CA211020AF2129A61,1079
15133,2205-5038,11E71377DEE513C3A211020AF2129A61,11E71377DE971A7FA211020AF2129A61,1129
15133,2205-5038,11E71377DEE513C3A211020AF2129A61,11E71377DE9A00B2A211020AF2129A61,1027
15133,2205-5038,11E71377DEE513C3A211020AF2129A61,11E71377DE9D0DF5A211020AF2129A61,266
15133,2205-5038,11E71377DEE513C3A211020AF2129A61,11E71377DE9FF428A211020AF2129A61,899
15133,2205-5038,11E71377DEE513C3A211020AF2129A61,11E71377DEA2DA5BA211020AF2129A61,1027
15133,2205-5038,11E71377DEE513C3A211020AF2129A61,11E71377DEA5997EA211020AF2129A61,1027
15133,2205-5038,11E71377DEE513C3A211020AF2129A61,11E71377DEA8A6C1A211020AF2129A61,1129
15133,2205-5038,11E71377DEE513C3A211020AF2129A61,11E71377DEAB65E4A211020AF2129A61,830
12813,2716-4728,11E71377E20258AAA211020AF2129A61,11E71377E192F592A211020AF2129A61,1027
12813,2716-4728,11E71377E20258AAA211020AF2129A61,11E71377E195B4B5A211020AF2129A61,1027
12813,2716-4728,11E71377E20258AAA211020AF2129A61,11E71377E1989AE8A211020AF2129A61,1027
12813,2716-4728,11E71377E20258AAA211020AF2129A61,11E71377E19B5A0BA211020AF2129A61,245
12813,2716-4728,11E71377E20258AAA211020AF2129A61,11E71377E19F2A9EA211020AF2129A61,924
12813,2716-4728,11E71377E20258AAA211020AF2129A61,11E71377E1A210D1A211020AF2129A61,266
12813,2716-4728,11E71377E20258AAA211020AF2129A61,11E71377E1A4CFF4A211020AF2129A61,266
12813,2716-4728,11E71377E20258AAA211020AF2129A61,11E71377E1A7B627A211020AF2129A61,1011
12813,2716-4728,11E71377E20258AAA211020AF2129A61,11E71377E1AA9C5AA211020AF2129A61,1011
12813,2716-4728,11E71377E20258AAA211020AF2129A61,11E71377E1AD5B7DA211020AF2129A61,256
12813,2716-4728,11E71377E20258AAA211020AF2129A61,11E71377E1B041B0A211020AF2129A61,899
12813,2716-4728,11E71377E20258AAA211020AF2129A61,11E71377E1B300D3A211020AF2129A61,413
12813,2716-4728,11E71377E20258AAA211020AF2129A61,11E71377E1B5E706A211020AF2129A61,245
12813,2716-4728,11E71377E20258AAA211020AF2129A61,11E71377E1B8A629A211020AF2129A61,1027
12813,2716-4728,11E71377E20258AAA211020AF2129A61,11E71377E1BB654CA211020AF2129A61,245
12813,2716-4728,11E71377E20258AAA211020AF2129A61,11E71377E1BE4B7FA211020AF2129A61,282
12813,2716-4728,11E71377E20258AAA211020AF2129A61,11E71377E1C10AA2A211020AF2129A61,1027
12813,2716-4728,11E71377E20258AAA211020AF2129A61,11E71377E1C3C9C5A211020AF2129A61,304
12813,2716-4728,11E71377E20258AAA211020AF2129A61,11E71377E1C688E8A211020AF2129A61,347
12813,2716-4728,11E71377E20258AAA211020AF2129A61,11E71377E1C96F1BA211020AF2129A61,964
1900,2980-9233,11E71377E39C8098A211020AF2129A61,11E71377E39E073BA211020AF2129A61,1900
9858,2526-1841,11E71377E4244ED1A211020AF2129A61,11E71377E3BF9925A211020AF2129A61,245
9858,2526-1841,11E71377E4244ED1A211020AF2129A61,11E71377E3C2CD78A211020AF2129A61,245
9858,2526-1841,11E71377E4244ED1A211020AF2129A61,11E71377E3C58C9BA211020AF2129A61,282
9858,2526-1841,11E71377E4244ED1A211020AF2129A61,11E71377E3C84BBEA211020AF2129A61,304
9858,2526-1841,11E71377E4244ED1A211020AF2129A61,11E71377E3CB5901A211020AF2129A61,1027
9858,2526-1841,11E71377E4244ED1A211020AF2129A61,11E71377E3CE3F34A211020AF2129A61,245
9858,2526-1841,11E71377E4244ED1A211020AF2129A61,11E71377E3D0FE57A211020AF2129A61,245
9858,2526-1841,11E71377E4244ED1A211020AF2129A61,11E71377E3D3E48AA211020AF2129A61,256
9858,2526-1841,11E71377E4244ED1A211020AF2129A61,11E71377E3D6CABDA211020AF2129A61,611
9858,2526-1841,11E71377E4244ED1A211020AF2129A61,11E71377E3D9B0F0A211020AF2129A61,413
9858,2526-1841,11E71377E4244ED1A211020AF2129A61,11E71377E3DC9723A211020AF2129A61,1079
9858,2526-1841,11E71377E4244ED1A211020AF2129A61,11E71377E3DF7D56A211020AF2129A61,436
9858,2526-1841,11E71377E4244ED1A211020AF2129A61,11E71377E3E26389A211020AF2129A61,1027
9858,2526-1841,11E71377E4244ED1A211020AF2129A61,11E71377E3E522ACA211020AF2129A61,245
9858,2526-1841,11E71377E4244ED1A211020AF2129A61,11E71377E3E808DFA211020AF2129A61,245
9858,2526-1841,11E71377E4244ED1A211020AF2129A61,11E71377E3EAEF12A211020AF2129A61,1027
9858,2526-1841,11E71377E4244ED1A211020AF2129A61,11E71377E3EDD545A211020AF2129A61,1027
9858,2526-1841,11E71377E4244ED1A211020AF2129A61,11E71377E3F09468A211020AF2129A61,899
